"GEOID","county","state","Grains..oilseeds..dry.beans..and.dry.peas","Tobacco","Cotton.and.cottonseed","Vegetables..melons..potatoes..and.sweet.potatoes","Fruits..tree.nuts..and.berries","Nursery..greenhouse..floriculture..and.sod","Cut.Christmas.trees.and.short.rotation.woody.crops","Other.crops.and.hay","Poultry.and.eggs","Cattle.and.calves","Milk.from.cows","Hogs.and.pigs","Sheep..goats..wool..mohair..and.milk","Horses..ponies..mules..burros..and.donkeys","Aquaculture","Other.animals.and.other.animal.products","Other","farmentropy","Number.of.Farms","Land.in.Farms","Average.Size.of.Farm","Market.Value.of.Products.Sold","Average.Per.Farm","Government.Payments","Average.Per.Farm.Receiving.Payments","Number.of.Farms.07","Land.in.Farms.07","Average.Size.of.Farm.07","Market.Value.of.Products.Sold.07","Average.Per.Farm.07","Government.Payments.07","Average.Per.Farm.Receiving.Payments.07","spendingperacre","spendingperfarm","changenumfarms","changelandfarms","dominantcomm"
"29015","Benton","Missouri",9265,NA,NA,NA,NA,133,NA,3495,27291,17603,840,3457,136,NA,NA,29,448,1.44496317477113,800,240653,301,62697000,78372,1013000,4346,822,222303,270,49979000,60802,819000,3882,0.624218165362591,3.63808972198451,-22,18350,9
"29017","Bollinger","Missouri",14384,NA,NA,39,76,NA,NA,1547,NA,12658,NA,NA,56,27,NA,NA,2834,1.12862922170845,788,200228,254,31621000,40129,1313000,3968,853,207881,244,24651000,28899,1124000,3087,0.816739916706391,3.59857166348214,-65,-7653,1
"29019","Boone","Missouri",28664,NA,NA,349,342,2517,31,2517,NA,11662,NA,3613,364,1181,NA,187,758,1.41416638824436,1171,240710,206,52185000,44564,1837000,5061,1322,258734,196,45523000,34435,1927000,4620,0.88261502342751,3.70423633730879,-151,-18024,1
"29021","Buchanan","Missouri",59350,NA,NA,77,NA,397,NA,627,12,NA,NA,NA,87,109,NA,14,6859,0.449399279568142,727,188688,260,67532000,92891,3153000,6280,881,197533,224,50457000,57272,2711000,4571,1.22297968955223,3.7979596437372,-154,-8845,1
"29023","Butler","Missouri",119353,NA,NA,159,NA,296,NA,NA,6,2127,NA,NA,23,363,NA,4,3997,0.273469238513261,509,234110,460,126328000,248189,6090000,22983,607,250653,413,89558000,147541,6838000,22274,1.41519732766729,4.36140671705934,-98,-16543,1
"29025","Caldwell","Missouri",22601,NA,NA,NA,NA,NA,NA,1622,12,10744,NA,NA,94,112,NA,41,3629,1.06582299636249,1035,244528,236,38855000,37541,5312000,7227,1048,250108,239,43385000,41398,4923000,6443,1.33692947059253,3.85895805471801,-13,-5580,1
"29027","Callaway","Missouri",30088,NA,NA,245,NA,1350,NA,2216,NA,23010,84,26647,238,544,NA,278,219,1.35276577472694,1417,316066,223,84919000,59929,2756000,4769,1503,322929,215,69263000,46083,2651000,4725,0.940501433013106,3.67842732243387,-86,-6863,1
"29029","Camden","Missouri",132,NA,NA,5,7,13,NA,1773,15,12228,428,NA,39,94,NA,28,2801,0.972278435283654,533,138617,260,17563000,32952,1e+05,3463,544,144379,265,20160000,37060,176000,2892,-0.141816495452178,3.53945249154946,-11,-5762,10
"29031","Cape Girardeau","Missouri",45500,NA,NA,81,NA,NA,NA,1561,20,19077,5702,352,138,194,NA,19,5007,1.1671427066032,1139,252911,222,77651000,68175,3397000,5436,1449,302631,209,79604000,54937,3835000,4677,1.12812782810131,3.73527944806046,-310,-49720,1
"29033","Carroll","Missouri",109397,NA,NA,32,52,157,NA,1668,2,14184,NA,NA,49,49,NA,NA,4872,0.586766537383886,1112,431832,388,130462000,117322,7522000,8433,1199,401536,335,83516000,69654,7550000,7783,1.24101850741867,3.9259821003271,-87,30296,1
"29035","Carter","Missouri",NA,NA,NA,11,NA,NA,NA,929,9,3422,NA,NA,NA,67,NA,1,171,0.756124811402574,196,73642,376,4610000,23523,123000,4936,203,63333,312,3811000,18772,72000,3262,0.222779536697468,3.69337515102519,-7,10309,10
"29037","Cass","Missouri",40131,NA,NA,309,NA,16290,NA,3144,40,14457,820,10207,98,352,NA,42,345,1.46747605699077,1495,319314,214,86235000,57682,2726000,5294,1775,326609,184,81355000,45834,2601000,4596,0.931307891338614,3.72378393696533,-280,-7295,1
"29039","Cedar","Missouri",3385,NA,NA,110,NA,NA,NA,3179,NA,14397,NA,15,160,43,NA,10,2286,1.15463110824278,819,189749,232,23585000,28797,639000,4406,840,190528,227,24083000,28670,568000,3157,0.527321362368886,3.64404449281475,-21,-779,10
"29041","Chariton","Missouri",86064,NA,NA,270,820,156,NA,1940,17,32581,NA,NA,110,44,NA,NA,1819,0.796541355122747,1120,406355,363,123821000,110555,5823000,7076,1173,384499,328,105890000,90273,5228000,6216,1.15624118220461,3.84978782423769,-53,21856,1
"29043","Christian","Missouri",381,NA,NA,49,42,285,NA,2702,NA,16133,2559,33,124,694,NA,39,1231,1.19311238838505,1177,179468,152,24272000,20622,240000,2852,1265,189177,150,37616000,29736,278000,2500,0.126224218671005,3.45514952117983,-88,-9709,10
"29045","Clark","Missouri",50242,NA,NA,NA,NA,NA,NA,1576,39,17915,NA,NA,76,NA,NA,NA,2206,0.799100545087149,673,241121,358,72054000,107064,4399000,8087,709,262937,371,54436000,76779,3600000,6845,1.26111892585509,3.90778744311062,-36,-21816,1
"29047","Clay","Missouri",17441,NA,NA,634,NA,572,NA,679,NA,29855,NA,202,85,460,NA,208,218,0.963225018449615,578,110650,191,50354000,87118,1079000,7547,752,143853,191,32733000,43528,1125000,5953,0.989070026419634,3.8777743499914,-174,-33203,10
"29049","Clinton","Missouri",36848,NA,NA,70,NA,405,NA,1218,NA,15585,NA,NA,49,267,NA,36,1941,0.912228224005262,758,191602,253,56419000,74431,2589000,7093,914,237447,260,61990000,67823,3459000,7423,1.13073201237068,3.85082995984853,-156,-45845,1
"29051","Cole","Missouri",7895,NA,NA,NA,NA,494,NA,1894,4518,14248,2171,6526,NA,203,NA,120,303,1.69737578743019,1055,176306,167,38372000,36372,980000,3102,1103,180840,164,34711000,31470,830000,2413,0.744958983344667,3.49164179347759,-48,-4534,10
"29053","Cooper","Missouri",42833,NA,NA,136,204,NA,NA,1706,12760,16755,1458,2152,49,73,NA,12,151,1.26300684811688,928,307128,331,78289000,84363,4120000,6866,942,302429,321,82946000,88053,3410000,5859,1.12757780437297,3.83670379908973,-14,4699,1
"29055","Crawford","Missouri",862,NA,NA,158,NA,131,NA,1936,22,11694,NA,15,32,313,NA,NA,41,0.840608874383707,679,194380,286,15204000,22392,344000,4094,679,186999,275,11506000,16945,125000,1503,0.247906864782065,3.61214783832649,0,7381,10
"29057","Dade","Missouri",26558,NA,NA,NA,75,NA,NA,NA,7681,25555,1925,NA,116,NA,NA,NA,7571,1.33789502807174,734,245554,335,69481000,94661,1656000,8077,883,276229,313,51063000,57828,1534000,5968,0.828913319398553,3.90725008288133,-149,-30675,1
"29059","Dallas","Missouri",NA,NA,NA,398,NA,566,NA,3220,9516,25360,6603,NA,129,298,NA,202,1418,1.38097298528766,1188,217912,183,47710000,40160,612000,5419,1369,222900,163,46399000,33893,381000,2589,0.44847027546844,3.73391915101239,-181,-4988,10
"29061","Daviess","Missouri",35698,NA,NA,499,21,483,NA,1958,61,9015,775,47631,79,360,NA,46,2,1.14625147119144,1199,314925,263,96628000,80591,8392000,9736,1169,330911,283,76777000,65678,5850000,6834,1.42565833715586,3.98838056522201,30,-15986,12
"29063","DeKalb","Missouri",33811,NA,NA,31,29,155,5,2410,NA,21164,NA,NA,69,126,NA,39,2094,0.986259398197305,863,242855,281,59933000,69447,4479000,7763,978,260472,266,58676000,59996,4432000,6536,1.26583401310771,3.89002958616342,-115,-17617,1
"29065","Dent","Missouri",183,NA,NA,NA,NA,NA,NA,1459,32,14018,NA,52,107,203,NA,NA,1295,0.734638645768781,673,188060,279,17349000,25779,307000,4720,651,176601,271,11662000,17914,118000,1941,0.212841943704677,3.67394199863409,22,11459,10
"29067","Douglas","Missouri",NA,NA,NA,79,NA,133,NA,2263,25,23025,5009,6,92,NA,NA,48,2629,0.992308732561603,984,253922,258,33309000,33851,542000,6156,1124,254283,226,29371000,26131,185000,1993,0.329298956422104,3.78929861115944,-140,-361,10
"29069","Dunklin","Missouri",86996,NA,81148,27885,NA,NA,NA,180,NA,NA,NA,3,4,9,62,NA,2725,1.0713405561995,345,279768,811,199012000,576848,8186000,31243,453,325095,718,124176000,274118,14086000,41067,1.46627370212695,4.49475272881894,-108,-45327,1
"29071","Franklin","Missouri",20958,NA,NA,559,NA,1887,NA,3627,NA,15183,8226,12246,NA,474,NA,126,769,1.69610620899442,1841,291589,158,64055000,34794,1483000,2989,2004,299730,150,52548000,26222,1596000,2856,0.706370014542283,3.47552591503928,-163,-8141,1
"29073","Gasconade","Missouri",6222,NA,NA,262,338,NA,NA,2121,35,13735,711,NA,180,60,NA,NA,2284,1.35669322578969,859,208922,243,25948000,30208,853000,2509,867,212641,245,22570000,26033,668000,2393,0.610964856503015,3.39950066131461,-8,-3719,10
"29075","Gentry","Missouri",33687,NA,NA,123,20,80,NA,1660,27,NA,430,NA,118,130,NA,14,90358,0.698398841290335,708,253310,358,126647000,178880,4831000,9219,839,275935,329,94091000,112146,4798000,7427,1.28038470257519,3.96468381497604,-131,-22625,17
"29077","Greene","Missouri",2069,NA,NA,NA,NA,1355,NA,3506,NA,27903,4640,122,155,1073,NA,91,554,1.18557707624342,1752,210600,120,41468000,23669,609000,3856,1960,231988,118,36241000,18490,519000,3128,0.461158925783408,3.58613702523079,-208,-21388,10
"29079","Grundy","Missouri",25827,NA,NA,NA,NA,1337,NA,NA,20,8072,NA,NA,32,107,NA,16,9260,1.08309590487593,689,203954,296,44671000,64834,4432000,9784,798,231995,291,47886000,60007,4283000,7760,1.33706752448505,3.99051644402823,-109,-28041,1
"29081","Harrison","Missouri",55447,NA,NA,73,NA,25,NA,3283,37,16158,11,NA,274,43,NA,NA,624,0.773113322939029,1051,400833,381,75975000,72288,8648000,10650,1160,388353,335,70999000,61206,6966000,7916,1.33395221177885,4.02734960777476,-109,12480,1
"29083","Henry","Missouri",30049,NA,NA,171,41,307,NA,4416,NA,25188,282,7511,37,NA,NA,13,1865,1.31242659076313,894,357573,400,69880000,78166,3752000,8706,1125,345019,307,59913000,53256,2369000,5372,1.02089811151186,3.93981866282138,-231,12554,1
"29085","Hickory","Missouri",1973,NA,NA,NA,NA,NA,NA,2208,9,16689,4725,NA,32,79,NA,NA,76,1.04563528485468,487,181965,374,25791000,52959,757000,4613,492,146764,298,15265000,31027,336000,2547,0.619108017716218,3.66398345460827,-5,35201,10
"29087","Holt","Missouri",90516,NA,NA,NA,NA,NA,NA,298,NA,1833,NA,NA,6,19,NA,3,2219,0.229858850079648,408,200337,491,94894000,232582,3139000,9287,462,236901,513,81176000,175706,3763000,9674,1.19503014967223,3.96787544554803,-54,-36564,1
"29089","Howard","Missouri",34088,NA,NA,NA,71,NA,NA,2546,219,9816,NA,NA,230,NA,NA,9,799,0.852337743507624,765,243420,318,47778000,62455,3553000,7022,867,276590,319,45061000,51973,3596000,6635,1.16423894940136,3.84646082512933,-102,-33170,1
"29091","Howell","Missouri",201,NA,NA,24,NA,NA,NA,1869,NA,46034,2363,80,782,NA,NA,171,2414,0.64136985549261,1535,353742,230,53938000,35139,829000,5639,1590,385188,242,57463000,36140,449000,2825,0.369867903629635,3.75120209458835,-55,-31446,10
"29093","Iron","Missouri",NA,NA,NA,2,NA,NA,NA,619,6,4293,NA,5,NA,NA,NA,NA,1072,0.796953557861419,273,70507,258,5997000,21968,66000,4748,299,69801,233,6856000,22931,35000,2049,-0.0286883007468106,3.67651071028255,-26,706,10
"29095","Jackson","Missouri",21660,NA,NA,512,NA,2041,NA,1062,NA,6320,NA,NA,88,483,NA,42,324,1.07288813176997,701,110891,158,32532000,46408,1036000,4979,838,139190,166,32068000,38267,885000,4024,0.970463455508453,3.69714212627546,-137,-28299,1
"29097","Jasper","Missouri",27611,NA,NA,NA,161,NA,NA,2679,39808,20031,2553,4747,136,541,NA,NA,2193,1.50838738392944,1299,246707,190,100460000,77336,2322000,4828,1369,258815,189,92665000,67688,2983000,6253,0.973680743179767,3.68376726142531,-70,-12108,9
"29099","Jefferson","Missouri",3748,NA,NA,267,137,1050,49,1698,179,3958,1542,NA,306,570,NA,88,32,1.88313721696301,705,97513,138,13624000,19324,255000,2926,697,92225,132,11116000,15948,280000,3106,0.41747766266455,3.46627432178929,8,5288,10
"29101","Johnson","Missouri",NA,NA,NA,368,NA,658,NA,NA,NA,NA,1305,955,428,280,NA,39,115834,0.204008546556865,1657,390897,236,119867000,72340,2968000,4443,1947,424446,218,104087000,53460,3575000,4162,0.880401559222696,3.64767631324087,-290,-33549,17
"29103","Knox","Missouri",35732,NA,NA,NA,NA,NA,NA,1836,NA,24061,2663,10872,91,18,NA,NA,1037,1.27201722228559,695,280980,404,76310000,109799,5347000,10484,696,253679,364,57298000,82325,4269000,8132,1.27943477593462,4.02052701227456,-1,27301,1
"29105","Laclede","Missouri",3804,NA,NA,37,52,36,21,3667,NA,28967,8754,NA,491,529,NA,107,3926,1.33375471655872,1398,320136,229,50391000,36045,526000,3485,1264,288630,228,40240000,31835,870000,4184,0.215651229890135,3.54220278243403,134,31506,10
"29107","Lafayette","Missouri",106347,NA,NA,NA,7047,190,NA,1798,23,19282,NA,5535,354,126,NA,NA,2538,0.922579967787953,1174,326909,278,143240000,122011,4495000,6719,1299,352916,272,120586000,92830,4684000,5719,1.13830281893785,3.82730464108973,-125,-26007,1
"29109","Lawrence","Missouri",8798,NA,NA,NA,501,NA,NA,3099,124248,53653,10102,NA,278,716,NA,333,3177,1.11963054253637,1849,311127,168,204905000,110819,1959000,5695,1873,322822,172,172461000,92077,2967000,6759,0.799096734618594,3.75549372841512,-24,-11695,9
"29111","Lewis","Missouri",NA,NA,NA,111,NA,NA,NA,NA,11,NA,NA,NA,720,222,NA,7,80153,0.0821470883148457,729,284283,390,81224000,111418,4159000,8029,750,261299,348,73037000,97383,3529000,6487,1.16523803051951,3.90466145791552,-21,22984,17
"29113","Lincoln","Missouri",40249,NA,NA,NA,127,NA,NA,NA,NA,NA,736,1835,87,342,NA,20,42251,0.867340075838185,1162,281155,242,85647000,73707,3161000,4908,1108,248858,225,69086000,62352,3103000,4848,1.0508786845259,3.69090455405497,54,32297,17
"29115","Linn","Missouri",36086,NA,NA,41,NA,202,NA,2951,NA,25656,1265,211,106,45,NA,NA,69,0.975576611304865,1039,335571,323,66632000,64131,6639000,9416,1077,330072,306,53706000,49867,5210000,7237,1.29631824653844,3.97386644983538,-38,5499,1
"29117","Livingston","Missouri",48201,NA,NA,NA,7,NA,NA,1156,15,13383,NA,NA,303,132,NA,3,9334,0.950655314619633,847,283558,335,72534000,85636,6044000,10193,913,309024,338,60115000,65843,5144000,7576,1.32868255115538,4.008302024212,-66,-25466,1
"29119","McDonald","Missouri",840,NA,NA,346,94,NA,NA,2312,155725,13836,1674,NA,21,NA,NA,28,939,0.481044261192318,926,186599,202,175815000,189865,630000,6846,996,199780,201,110906000,111352,181000,3292,0.528431237458136,3.83543689480186,-70,-13181,9
"29121","Macon","Missouri",31994,NA,NA,NA,62,NA,NA,3285,34,19673,232,9624,610,NA,NA,NA,1330,1.29054841995215,1291,386005,299,66844000,51777,6172000,8230,1451,394372,272,63475000,43746,5303000,6095,1.2038329871796,3.91539983521227,-160,-8367,1
"29123","Madison","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,31,22,NA,5,18282,0.0296844099600095,373,107100,287,18352000,49200,102000,2084,376,98229,261,10455000,27806,129000,3407,-0.0211892990699381,3.31889771462749,-3,8871,17
"29125","Maries","Missouri",1970,NA,NA,79,NA,NA,NA,2510,121,22393,873,7095,75,122,NA,4,17,1.12235694047498,836,241357,289,35259000,42176,435000,3224,898,240376,268,26061000,29021,311000,2114,0.25582935791309,3.50839503313305,-62,981,10
"29127","Marion","Missouri",52737,NA,NA,NA,25,50,NA,850,NA,9817,453,23020,72,46,NA,2,49,0.994988926571665,704,221469,315,87121000,123751,3060000,6108,749,237016,316,76526000,102172,3030000,5372,1.14040848179672,3.78589902838438,-45,-15547,1
"29129","Mercer","Missouri",NA,NA,NA,NA,NA,NA,NA,NA,14,NA,690,NA,77,35,NA,2,101892,0.0510818737086898,567,226786,400,102710000,181146,3303000,8645,553,201417,364,81504000,147386,2921000,7126,1.16329233259935,3.93676499760994,14,25369,17
"29131","Miller","Missouri",2579,NA,NA,NA,NA,NA,NA,2216,53500,21081,NA,23180,43,62,NA,NA,320,1.20117845012124,1013,248460,245,102981000,101659,549000,3949,1080,245500,227,95392000,88326,354000,2255,0.34431586356407,3.59648713373654,-67,2960,9
"29133","Mississippi","Missouri",147650,NA,589,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,4,NA,NA,8749,0.242027329213117,205,244954,1195,157030000,766000,3759000,20884,228,258456,1134,108420000,475525,4459000,22294,1.18598779000987,4.31981368453868,-23,-13502,1
"29135","Moniteau","Missouri",11065,NA,NA,697,80,2631,NA,1824,49278,98294,3033,6326,162,66,NA,22,2,1.19434458608516,1089,235204,216,173480000,159302,2018000,4933,1138,242946,213,123047000,108126,1727000,3863,0.933476458599019,3.69311111546214,-49,-7742,10
"29137","Monroe","Missouri",47925,NA,NA,68,NA,84,NA,1818,54,15990,910,19011,143,78,NA,28,52,1.14282498533948,1061,355654,335,86161000,81207,7034000,8771,1036,288293,278,69908000,67478,5014000,6658,1.29617466645905,3.94304911100841,25,67361,1
"29139","Montgomery","Missouri",45142,NA,NA,NA,52,1209,NA,934,17,13780,154,2517,128,82,NA,2,13,0.886333354350633,795,279165,351,64030000,80540,4635000,8845,859,248070,289,52156000,60717,2949000,5381,1.22018877030191,3.94669783724574,-64,31095,1
"29141","Morgan","Missouri",8914,NA,NA,384,48,1289,NA,1836,96559,18669,8431,7641,175,NA,NA,10,893,1.18262907300431,922,198280,215,144849000,157103,768000,4772,1036,216641,209,124867000,120528,638000,3325,0.588082309798399,3.6787004349983,-114,-18361,9
"29143","New Madrid","Missouri",155312,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,75,NA,NA,61679,0.602771826000349,317,344553,1087,217143000,684995,8243000,28621,350,380687,1088,141262000,403606,13667000,42845,1.37882926420343,4.45668480366886,-33,-36134,1
"29145","Newton","Missouri",9906,NA,NA,1164,100,855,NA,3008,184160,29476,21937,NA,199,470,NA,15,232,0.944292436993439,1578,247762,157,251522000,159393,1034000,3788,1590,245892,155,235579000,148163,864000,3983,0.620485840655811,3.57840997033124,-12,1870,9
"29147","Nodaway","Missouri",112271,NA,NA,85,NA,NA,NA,1870,13,23965,427,2117,271,128,NA,28,404,0.664123924914786,1252,423715,338,141579000,113082,7586000,8346,1540,543224,353,124562000,80885,8340000,7196,1.25293899956777,3.92147838037569,-288,-119509,1
"29149","Oregon","Missouri",35,NA,NA,NA,35,NA,NA,1087,19,27451,NA,16,180,NA,NA,22,5697,0.642427437157879,752,253838,338,34542000,45934,955000,4750,776,239390,308,26900000,34665,453000,5463,0.575446734301923,3.67669360962487,-24,14448,10
"29151","Osage","Missouri",11113,NA,NA,NA,45,148,NA,2585,31130,25835,1292,6132,NA,80,NA,NA,297,1.43183259799146,1115,283342,254,78657000,70544,1003000,2915,1181,297477,252,66167000,56026,771000,1987,0.548989977927156,3.46463855909503,-66,-14135,9
"29153","Ozark","Missouri",NA,NA,NA,NA,NA,NA,NA,1564,NA,32007,NA,5,97,146,NA,10,5383,0.605751117324188,639,228862,358,39212000,61364,597000,10846,742,247815,334,31440000,42372,250000,4233,0.416400642257021,4.03526960009944,-103,-18953,10
"29155","Pemiscot","Missouri",146119,NA,38793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,1131,0.549637222291012,227,305039,1344,186085000,819757,7220000,39454,258,310444,1203,100453000,389355,11368000,51438,1.37418182903597,4.5960910402416,-31,-5405,1
"29157","Perry","Missouri",29061,NA,NA,118,96,333,NA,2145,14,26201,3123,1969,210,71,NA,10,0,1.17244746325576,951,226441,238,63350000,66614,2226000,3608,983,238893,243,46961000,47773,1951000,3230,0.992570095867378,3.5572665288699,-32,-12452,1
"29159","Pettis","Missouri",51097,NA,NA,30,NA,256,NA,3069,85890,25745,767,9755,194,132,NA,59,16,1.2708527937899,1311,419697,320,177010000,135019,5117000,7661,1398,408932,293,166338000,118983,3907000,5581,1.08607955209254,3.88428546233968,-87,10765,9
"29161","Phelps","Missouri",295,NA,NA,NA,245,NA,NA,1185,20,9084,NA,NA,162,108,NA,9,610,0.875274180830158,718,157310,219,11718000,16321,225000,2616,826,175849,213,11321000,13705,244000,3052,0.155426187053376,3.41763773965223,-108,-18539,10
"29163","Pike","Missouri",52630,NA,NA,NA,82,NA,NA,1909,57,22362,581,9024,91,256,NA,NA,363,1.06385498066582,1003,361666,361,87355000,87093,4506000,6837,1102,373142,339,79770000,72387,4156000,6166,1.09548350446649,3.83486557990004,-99,-11476,1
"29165","Platte","Missouri",34748,778,NA,NA,NA,531,NA,1021,59,NA,NA,NA,77,55,NA,NA,7606,0.735622111711554,599,152942,255,44875000,74917,1720000,5952,726,178656,246,53049000,73070,1885000,5026,1.05100168181255,3.77466292253782,-127,-25714,1
"29167","Polk","Missouri",3569,NA,NA,267,178,896,NA,4146,16725,48039,9088,1545,270,331,NA,NA,148,1.36380796720682,1505,336228,223,85202000,56612,859000,3718,1707,350293,205,80433000,47120,715000,2450,0.407359286556624,3.57030938543588,-202,-14065,10
"29169","Pulaski","Missouri",480,NA,NA,NA,NA,NA,NA,1423,26,NA,NA,NA,41,141,NA,NA,10760,0.596185461482546,520,112495,216,12871000,24751,110000,3241,481,123074,256,8887000,18476,138000,2119,-0.00974053488323723,3.51067903103221,39,-10579,17
"29171","Putnam","Missouri",14059,NA,NA,NA,NA,NA,NA,2530,NA,32580,NA,36711,168,27,NA,NA,27,1.14798176957803,649,292679,451,86102000,132669,3373000,8738,663,272655,411,75938000,114537,2796000,7988,1.0616247786847,3.94141204037355,-14,20024,12
"29173","Ralls","Missouri",NA,NA,NA,NA,NA,45,NA,NA,8,NA,NA,NA,27,77,NA,NA,54651,0.0229619547916124,723,283486,392,54808000,75806,4168000,7550,803,245509,306,56735000,70653,3383000,6053,1.16739609423319,3.87794695162919,-80,37977,17
"29175","Randolph","Missouri",18148,NA,NA,NA,NA,354,NA,2540,26,13074,NA,NA,80,113,NA,2,2369,1.1592269285222,818,209491,256,36706000,44873,2820000,6294,1000,221647,222,36064000,36064,2849000,5016,1.12908373845999,3.7989267385772,-182,-12156,1
"29177","Ray","Missouri",50992,NA,NA,NA,NA,NA,NA,1884,NA,19966,NA,508,134,250,NA,7,769,0.817991270740827,1162,273191,235,74510000,64122,3721000,5954,1321,291798,221,64513000,48837,3475000,5498,1.13419328216694,3.77480883031071,-159,-18607,1
"29179","Reynolds","Missouri",NA,NA,NA,NA,NA,22,NA,1176,NA,3419,NA,NA,58,109,NA,8,30,0.793580834814134,363,97127,268,4822000,13284,79000,2933,350,107281,307,3409000,9739,36000,935,-0.0897128834273676,3.46731206298055,13,-10154,10
"29181","Ripley","Missouri",9308,NA,NA,NA,NA,NA,NA,1272,7,NA,NA,NA,150,76,2,NA,8318,0.956721778035506,439,137829,314,19133000,43583,777000,6645,471,137258,291,13600000,28875,521000,4869,0.751080413603029,3.82249498527875,-32,571,1
"29183","St. Charles","Missouri",49690,NA,NA,54,NA,1663,27,NA,22,NA,NA,4644,4,58,NA,56,6278,0.728457279344064,566,158146,279,62496000,110417,1607000,5119,644,156136,242,48391000,75141,1853000,5219,1.00695766501933,3.70918512955025,-78,2010,1
